measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,22,Fiji,3,Both,22,All Ages,586,"Diabetes, urogenital, blood, and endocrine diseases",110,Dietary risks,2,Percent,2015,0.34840429862211,0.42428683001457,0.27079239566585
1,Deaths,22,Fiji,3,Both,22,All Ages,586,"Diabetes, urogenital, blood, and endocrine diseases",111,Diet low in fruits,2,Percent,2015,0.1009003291482,0.18257042141748,0.02374292951277
1,Deaths,22,Fiji,3,Both,22,All Ages,586,"Diabetes, urogenital, blood, and endocrine diseases",113,Diet low in whole grains,2,Percent,2015,0.16593375790385,0.24774553800847,0.09235680584671
1,Deaths,22,Fiji,3,Both,22,All Ages,586,"Diabetes, urogenital, blood, and endocrine diseases",114,Diet low in nuts and seeds,2,Percent,2015,0.08783217170984,0.13758717573465,0.0453757774725
1,Deaths,22,Fiji,3,Both,22,All Ages,586,"Diabetes, urogenital, blood, and endocrine diseases",116,Diet high in red meat,2,Percent,2015,0.01795106045653,0.03318793504034,0.00217058909276
1,Deaths,22,Fiji,3,Both,22,All Ages,586,"Diabetes, urogenital, blood, and endocrine diseases",117,Diet high in processed meat,2,Percent,2015,0.05685398601744,0.08608058643926,0.02756350713654
1,Deaths,22,Fiji,3,Both,22,All Ages,586,"Diabetes, urogenital, blood, and endocrine diseases",118,Diet high in sugar-sweetened beverages,2,Percent,2015,0.00398892832414,0.00585323615466,0.00265325953933
1,Deaths,22,Fiji,3,Both,22,All Ages,586,"Diabetes, urogenital, blood, and endocrine diseases",124,Diet high in sodium,2,Percent,2015,0.00378988098865,0.01377097636167,0.00027094387127
1,Deaths,22,Fiji,3,Both,22,All Ages,586,"Diabetes, urogenital, blood, and endocrine diseases",125,Low physical activity,2,Percent,2015,0.13408321192162,0.16685505916538,0.1029085019441
1,Deaths,22,Fiji,3,Both,22,All Ages,587,Diabetes mellitus,110,Dietary risks,2,Percent,2015,0.45800384486748,0.55649974255204,0.35452282215437
1,Deaths,22,Fiji,3,Both,22,All Ages,587,Diabetes mellitus,111,Diet low in fruits,2,Percent,2015,0.13435863874629,0.24360727836063,0.03155020462234
1,Deaths,22,Fiji,3,Both,22,All Ages,587,Diabetes mellitus,113,Diet low in whole grains,2,Percent,2015,0.22086909233051,0.32927170580638,0.12424723169062
1,Deaths,22,Fiji,3,Both,22,All Ages,587,Diabetes mellitus,114,Diet low in nuts and seeds,2,Percent,2015,0.11690513608778,0.18436339465016,0.06065630389791
1,Deaths,22,Fiji,3,Both,22,All Ages,587,Diabetes mellitus,116,Diet high in red meat,2,Percent,2015,0.02389348749964,0.0439733444823,0.00289565817959
1,Deaths,22,Fiji,3,Both,22,All Ages,587,Diabetes mellitus,117,Diet high in processed meat,2,Percent,2015,0.07568987774479,0.11498658448018,0.03662736469556
1,Deaths,22,Fiji,3,Both,22,All Ages,587,Diabetes mellitus,118,Diet high in sugar-sweetened beverages,2,Percent,2015,0.0045519320936,0.00665522671388,0.00302484123218
1,Deaths,22,Fiji,3,Both,22,All Ages,587,Diabetes mellitus,125,Low physical activity,2,Percent,2015,0.17847991884606,0.2227296020638,0.13770701285422
1,Deaths,66,Brunei,3,Both,22,All Ages,586,"Diabetes, urogenital, blood, and endocrine diseases",110,Dietary risks,2,Percent,2015,0.28581567498893,0.35310137536133,0.22078952382067
1,Deaths,66,Brunei,3,Both,22,All Ages,586,"Diabetes, urogenital, blood, and endocrine diseases",111,Diet low in fruits,2,Percent,2015,0.05792745048822,0.10918943230845,0.0129624817765
1,Deaths,66,Brunei,3,Both,22,All Ages,586,"Diabetes, urogenital, blood, and endocrine diseases",113,Diet low in whole grains,2,Percent,2015,0.14068930292322,0.2088824489978,0.08015018988577
1,Deaths,66,Brunei,3,Both,22,All Ages,586,"Diabetes, urogenital, blood, and endocrine diseases",114,Diet low in nuts and seeds,2,Percent,2015,0.06114602196455,0.09843297871748,0.03075695231004
1,Deaths,66,Brunei,3,Both,22,All Ages,586,"Diabetes, urogenital, blood, and endocrine diseases",116,Diet high in red meat,2,Percent,2015,0.00854259183123,0.01670310745161,0.00101201644996
1,Deaths,66,Brunei,3,Both,22,All Ages,586,"Diabetes, urogenital, blood, and endocrine diseases",117,Diet high in processed meat,2,Percent,2015,0.03878106116519,0.06071602708711,0.01859418651543
1,Deaths,66,Brunei,3,Both,22,All Ages,586,"Diabetes, urogenital, blood, and endocrine diseases",118,Diet high in sugar-sweetened beverages,2,Percent,2015,0.0021613462391,0.00312601644427,0.00143378925439
1,Deaths,66,Brunei,3,Both,22,All Ages,586,"Diabetes, urogenital, blood, and endocrine diseases",124,Diet high in sodium,2,Percent,2015,0.03135734132236,0.05765928998668,0.01295711208868
1,Deaths,66,Brunei,3,Both,22,All Ages,586,"Diabetes, urogenital, blood, and endocrine diseases",125,Low physical activity,2,Percent,2015,0.12224145175839,0.14947724748643,0.09684685281227
1,Deaths,66,Brunei,3,Both,22,All Ages,587,Diabetes mellitus,110,Dietary risks,2,Percent,2015,0.40807475121642,0.50396874489543,0.31699936469248
1,Deaths,66,Brunei,3,Both,22,All Ages,587,Diabetes mellitus,111,Diet low in fruits,2,Percent,2015,0.09307559146655,0.17788116998764,0.02090200900807
1,Deaths,66,Brunei,3,Both,22,All Ages,587,Diabetes mellitus,113,Diet low in whole grains,2,Percent,2015,0.22583057712238,0.33467744794276,0.12955770623611
1,Deaths,66,Brunei,3,Both,22,All Ages,587,Diabetes mellitus,114,Diet low in nuts and seeds,2,Percent,2015,0.09818504719585,0.1575889896228,0.04885476794156
1,Deaths,66,Brunei,3,Both,22,All Ages,587,Diabetes mellitus,116,Diet high in red meat,2,Percent,2015,0.01371439267059,0.02663920818877,0.00162598176506
1,Deaths,66,Brunei,3,Both,22,All Ages,587,Diabetes mellitus,117,Diet high in processed meat,2,Percent,2015,0.06227803361657,0.09663154478022,0.02967486145415
1,Deaths,66,Brunei,3,Both,22,All Ages,587,Diabetes mellitus,118,Diet high in sugar-sweetened beverages,2,Percent,2015,0.00290310025864,0.00421326472141,0.00193977132902
1,Deaths,66,Brunei,3,Both,22,All Ages,587,Diabetes mellitus,125,Low physical activity,2,Percent,2015,0.19627375138723,0.2388905862945,0.15530833424074
1,Deaths,182,Malawi,3,Both,25,50-69 years,586,"Diabetes, urogenital, blood, and endocrine diseases",110,Dietary risks,2,Percent,2015,0.27526983588933,0.35320554170468,0.20222464684354
